"OBSERVED_PROPERTY_ID";"OBSERVED_PROPERTY_CODE";"OBSERVED_PROPERTY_NAME";"OBSERVING_FACILITY_CODE";"OBSERVING_FACILITY_NAME";"PHENOMEN_TIME";"REFERENCE_TIME";"UOM";"VALUE";"NUTS_LEVEL";"SECTOR_ID"
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3I";"Rhein-Pfalz-Kreis";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3J";"Landkreis Mainz-Bingen";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.7;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB3K";"Landkreis Südwestpfalz";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.4;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB31";"Kreisfreie Stadt Frankenthal (Pfalz)";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB32";"Kreisfreie Stadt Kaiserslautern";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.6;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB33";"Kreisfreie Stadt Landau in der Pfalz";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB34";"Kreisfreie Stadt Ludwigshafen am Rhein";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.7;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB35";"Kreisfreie Stadt Mainz";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.7;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB36";"Kreisfreie Stadt Neustadt an der Weinstraße";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB37";"Kreisfreie Stadt Pirmasens";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB38";"Kreisfreie Stadt Speyer";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEB39";"Kreisfreie Stadt Worms";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC01";"Regionalverband Saarbrücken";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC02";"Landkreis Merzig-Wadern";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC03";"Landkreis Neunkirchen";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.4;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC04";"Landkreis Saarlouis";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.3;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC05";"Saarpfalz-Kreis";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.9;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DEC06";"Landkreis St. Wendel";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED2C";"Landkreis Bautzen";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.9;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED2D";"Landkreis Görlitz";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED2E";"Landkreis Meißen";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.5;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED2F";"Landkreis Sächsische Schweiz-Osterzgebirge";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.9;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED21";"Kreisfreie Stadt Dresden";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.9;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED41";"Kreisfreie Stadt Chemnitz";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.1;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED42";"Erzgebirgskreis";"P1Y/2018-12-31";"2018-12-31";"kt/year";0.8;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED43";"Landkreis Mittelsachsen";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.4;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED44";"Vogtlandkreis";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.2;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED45";"Landkreis Zwickau";"P1Y/2018-12-31";"2018-12-31";"kt/year";1.5;3;1003
1852142793;"RGN_DEU_P1Y_CH4_E_R_1003";"annually reported emissions of methane (CH4) from Waste";"DED51";"Kreisfreie Stadt Leipzig";"P1Y/2018-12-31";"2018-12-31";"kt/year";2.3;3;1003
